# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note
guy762_ResearchKotOR_hk,Star Wars KotOR Resources and Materials,untouched,The Unbolting,T4,10000,guy762_ResearchKotOR_droidassassin;guy762_ResearchKotOR_droidassault,,,,,,"droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match | cost 10000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_hkequipment,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel;VFET_Bow,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_hutts,Jawa Armoury Rebalance,untouched,The Shell,T1,2000,,guy762_ResearchKotOR_lgtarmor;guy762_ResearchKotOR_vibroweapons,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_hvyarmor,Jawa Armoury Rebalance,untouched,The Shell,T4,6000,guy762_ResearchKotOR_midarmor,,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_hvyblasters,Jawa Armoury Rebalance,keep,Blasterworks,T1,1000,guy762_ResearchKotOR_blasters,,,blaster,,,"BLASTER SPINE survivor (chains_ruled): guy762 blasters/hvy/mini + plasma, reflavored to campaign register | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_hvyshields,Star Wars KotOR Resources and Materials,untouched,The Shell,T3,5000,guy762_ResearchKotOR_droidshields,,,,,,droid branch content (Star Wars KotOR Resources and Materials) - swept into The Machine by mod-content match
guy762_ResearchKotOR_ion,Jawa Armoury Rebalance,merge,The Armory,T3,4000,guy762_ResearchKotOR_hvyblasters,,,,,RSW_JawaIon_Weaponry,ionic-form donor merging onto RSW_JawaIon_Weaponry per chains_ruled
guy762_ResearchKotOR_iondamp,Star Wars KotOR Resources and Materials,merge,The Armory,T3,5000,RSW_JawaIon_Weaponry;guy762_ResearchKotOR_hvyshields;guy762_ResearchKotOR_droidtech,,,,,RSW_JawaIon_Weaponry,ionic-form donor merging onto RSW_JawaIon_Weaponry per chains_ruled | prereq(s) re-pointed onto the merge survivor per migration rule 4 (a merged donor's own identity dissolves; anything that named it as a prereq now points at the survivor instead)
guy762_ResearchKotOR_jawa,Jawa Armoury Rebalance,untouched,The Shell,T0,1000,,RSW_JawaIon_Weaponry,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label | prereq(s) re-pointed onto the merge survivor per migration rule 4 (a merged donor's own identity dissolves; anything that named it as a prereq now points at the survivor instead)"
guy762_ResearchKotOR_jedi,Jawa Armoury Rebalance,cut,,,800,RR_BasicApparel,,,,,,"v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_jolee,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_juhani,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_kreia,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_lgtarmor,Jawa Armoury Rebalance,untouched,The Shell,T2,2000,FlakArmor,,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_lgtcannons,Jawa Armoury Rebalance,untouched,Powder & Slug,T3,4000,guy762_ResearchKotOR_droidblasters;guy762_ResearchKotOR_hvyblasters,,,,,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_lightsabers,Jawa Armoury Rebalance,cut,,,800,MicroelectronicsBasics,,,,,,"v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_luxa,Jawa Armoury Rebalance,cut,,,100000000,VFET_Bow,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_malak,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_mando,Jawa Armoury Rebalance,untouched,The Shell,T4,8000,,guy762_ResearchKotOR_hvyarmor;guy762_ResearchKotOR_hvyblasters,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 8000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_midarmor,Jawa Armoury Rebalance,untouched,The Shell,T3,4000,guy762_ResearchKotOR_lgtarmor,,,,,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_miniblasters,Jawa Armoury Rebalance,keep,Blasterworks,T1,1000,guy762_ResearchKotOR_blasters,,,blaster,,,"BLASTER SPINE survivor (chains_ruled): guy762 blasters/hvy/mini + plasma, reflavored to campaign register | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_nihilus,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_republic,Jawa Armoury Rebalance,untouched,The Shell,T2,2000,,guy762_ResearchKotOR_lgtarmor;guy762_ResearchKotOR_workbench,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_revan,Jawa Armoury Rebalance,cut,,,100000000,RR_LateralThinking,,,,,,"measured dead (research_tree_prep.md sec 1): author-flagged dead: KOTOR_UnobtainableResearch_Base parent, baseCost 1e8, techprintCommonality 0, 0 unlocks"
guy762_ResearchKotOR_saberparts,Jawa Armoury Rebalance,cut,,,16000,guy762_ResearchKotOR_bluntmelee;guy762_ResearchKotOR_exupgrade;guy762_ResearchKotOR_advsabers,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_sion,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_sith,Jawa Armoury Rebalance,untouched,The Shell,T4,6000,,guy762_ResearchKotOR_vibroweapons;guy762_ResearchKotOR_miniblasters;guy762_ResearchKotOR_hvyblasters;guy762_ResearchKotOR_midarmor,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_sonic,Jawa Armoury Rebalance,keep,The Foundry Hive,T4,2000,guy762_ResearchKotOR_blasters,,,sonic,,,"Sonic school KEPT thin per sitting_ruled - only sonic-tagged row found; standing note to expand later (SONIC_WEAPONS_EXPANSION_1), not this pass | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_teethree,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_tusken,Jawa Armoury Rebalance,untouched,The Shell,T1,800,,PrecisionRifling,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_uncraftable,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_vao,Jawa Armoury Rebalance,cut,,,100000000,VFET_Weapons,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_vibroweapons,Jawa Armoury Rebalance,untouched,The Strange Schools,T2,3000,Fabrication,,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
guy762_ResearchKotOR_visas,Jawa Armoury Rebalance,cut,,,100000000,RR_BasicApparel,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence
guy762_ResearchKotOR_wookiee,Jawa Armoury Rebalance,untouched,The Shell,T4,7000,,guy762_ResearchKotOR_hvyblasters,,,,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 7000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label"
